"大字町丁目コード","地域名"
"231130007000","愛知県名古屋市守山区大字牛牧"
"231130008000","愛知県名古屋市守山区大字小幡"
"231130009000","愛知県名古屋市守山区大字上志段味"
"231130010000","愛知県名古屋市守山区大字川"
"231130011000","愛知県名古屋市守山区大字吉根"
"231130012000","愛知県名古屋市守山区大字下志段味"
"231130013000","愛知県名古屋市守山区大字瀬古"
"231130014000","愛知県名古屋市守山区大字中志段味"
"231130015000","愛知県名古屋市守山区太田井"
"231130016000","愛知県名古屋市守山区大谷町"
"231130017000","愛知県名古屋市守山区大牧町"
"231130018001","愛知県名古屋市守山区大森一丁目"
"231130018002","愛知県名古屋市守山区大森二丁目"
"231130018003","愛知県名古屋市守山区大森三丁目"
"231130018004","愛知県名古屋市守山区大森四丁目"
"231130018005","愛知県名古屋市守山区大森五丁目"
"231130019001","愛知県名古屋市守山区大森北一丁目"
"231130019002","愛知県名古屋市守山区大森北二丁目"
"231130020001","愛知県名古屋市守山区大森八龍一丁目"
"231130020002","愛知県名古屋市守山区大森八龍二丁目"
"231130021000","愛知県名古屋市守山区大屋敷"
"231130022001","愛知県名古屋市守山区小幡一丁目"
"231130022002","愛知県名古屋市守山区小幡二丁目"
"231130022003","愛知県名古屋市守山区小幡三丁目"
"231130022004","愛知県名古屋市守山区小幡四丁目"
"231130022005","愛知県名古屋市守山区小幡五丁目"
"231130023000","愛知県名古屋市守山区小幡太田"
"231130024000","愛知県名古屋市守山区小幡北"
"231130025000","愛知県名古屋市守山区小幡常燈"
"231130026000","愛知県名古屋市守山区小幡千代田"
"231130027001","愛知県名古屋市守山区小幡中一丁目"
"231130027002","愛知県名古屋市守山区小幡中二丁目"
"231130027003","愛知県名古屋市守山区小幡中三丁目"
"231130028001","愛知県名古屋市守山区小幡南一丁目"
"231130028002","愛知県名古屋市守山区小幡南二丁目"
"231130028003","愛知県名古屋市守山区小幡南三丁目"
"231130029000","愛知県名古屋市守山区小幡宮ノ腰"
"231130030001","愛知県名古屋市守山区金屋一丁目"
"231130030002","愛知県名古屋市守山区金屋二丁目"
"231130031000","愛知県名古屋市守山区川上町"
"231130032000","愛知県名古屋市守山区川北町"
"231130033001","愛知県名古屋市守山区川西一丁目"
"231130033002","愛知県名古屋市守山区川西二丁目"
"231130034000","愛知県名古屋市守山区川東山"
"231130035000","愛知県名古屋市守山区川宮町"
"231130036000","愛知県名古屋市守山区川村町"
"231130037001","愛知県名古屋市守山区桔梗平一丁目"
"231130037002","愛知県名古屋市守山区桔梗平二丁目"
"231130037003","愛知県名古屋市守山区桔梗平三丁目"
"231130038001","愛知県名古屋市守山区喜多山一丁目"
"231130038002","愛知県名古屋市守山区喜多山二丁目"
"231130039000","愛知県名古屋市守山区喜多山南"
"231130040001","愛知県名古屋市守山区吉根一丁目"
"231130040002","愛知県名古屋市守山区吉根二丁目"
"231130040003","愛知県名古屋市守山区吉根三丁目"
"231130041000","愛知県名古屋市守山区吉根南"
"231130042001","愛知県名古屋市守山区幸心一丁目"
"231130042002","愛知県名古屋市守山区幸心二丁目"
"231130042003","愛知県名古屋市守山区幸心三丁目"
"231130042004","愛知県名古屋市守山区幸心四丁目"
"231130043000","愛知県名古屋市守山区御膳洞"
"231130044000","愛知県名古屋市守山区小六町"
"231130045001","愛知県名古屋市守山区笹ヶ根一丁目"
"231130045002","愛知県名古屋市守山区笹ヶ根二丁目"
"231130045003","愛知県名古屋市守山区笹ヶ根三丁目"
"231130046000","愛知県名古屋市守山区更屋敷"
"231130047001","愛知県名古屋市守山区四軒家一丁目"
"231130047002","愛知県名古屋市守山区四軒家二丁目"
"231130048000","愛知県名古屋市守山区城南町"
"231130049000","愛知県名古屋市守山区白沢町"
"231130050000","愛知県名古屋市守山区城土町"
"231130051000","愛知県名古屋市守山区新城"
"231130052000","愛知県名古屋市守山区新守町"
"231130053000","愛知県名古屋市守山区新守西"
"231130054000","愛知県名古屋市守山区新守山"
"231130055001","愛知県名古屋市守山区翠松園一丁目"
"231130055002","愛知県名古屋市守山区翠松園二丁目"
"231130055003","愛知県名古屋市守山区翠松園三丁目"
"231130056001","愛知県名古屋市守山区瀬古一丁目"
"231130056002","愛知県名古屋市守山区瀬古二丁目"
"231130056003","愛知県名古屋市守山区瀬古三丁目"
"231130057001","愛知県名古屋市守山区瀬古東一丁目"
"231130057002","愛知県名古屋市守山区瀬古東二丁目"
"231130057003","愛知県名古屋市守山区瀬古東三丁目"
"231130058000","愛知県名古屋市守山区大永寺町"
"231130059000","愛知県名古屋市守山区高島町"
"231130060000","愛知県名古屋市守山区茶臼前"
"231130061000","愛知県名古屋市守山区長栄"
"231130062001","愛知県名古屋市守山区鼓が丘一丁目"
"231130062002","愛知県名古屋市守山区鼓が丘二丁目"
"231130063000","愛知県名古屋市守山区鳥神町"
"231130064001","愛知県名古屋市守山区鳥羽見一丁目"
"231130064002","愛知県名古屋市守山区鳥羽見二丁目"
"231130064003","愛知県名古屋市守山区鳥羽見三丁目"
"231130065001","愛知県名古屋市守山区苗代一丁目"
"231130065002","愛知県名古屋市守山区苗代二丁目"
"231130066000","愛知県名古屋市守山区中新"
"231130067000","愛知県名古屋市守山区永森町"
"231130068000","愛知県名古屋市守山区西川原町"
"231130069000","愛知県名古屋市守山区西島町"
"231130070001","愛知県名古屋市守山区西城一丁目"
"231130070002","愛知県名古屋市守山区西城二丁目"
"231130071000","愛知県名古屋市守山区西新"
"231130072000","愛知県名古屋市守山区廿軒家"
"231130073001","愛知県名古屋市守山区白山一丁目"
"231130073002","愛知県名古屋市守山区白山二丁目"
"231130073003","愛知県名古屋市守山区白山三丁目"
"231130073004","愛知県名古屋市守山区白山四丁目"
"231130074000","愛知県名古屋市守山区八反"
"231130075001","愛知県名古屋市守山区花咲台一丁目"
"231130075002","愛知県名古屋市守山区花咲台二丁目"
"231130076000","愛知県名古屋市守山区原境町"
"231130077000","愛知県名古屋市守山区東山町"
"231130078000","愛知県名古屋市守山区菱池町"
"231130079000","愛知県名古屋市守山区日の後"
"231130080000","愛知県名古屋市守山区平池東"
"231130081001","愛知県名古屋市守山区深沢一丁目"
"231130081002","愛知県名古屋市守山区深沢二丁目"
"231130082000","愛知県名古屋市守山区弁天が丘"
"231130083000","愛知県名古屋市守山区本地が丘"
"231130084000","愛知県名古屋市守山区町北"
"231130085000","愛知県名古屋市守山区町南"
"231130086000","愛知県名古屋市守山区松坂町"
"231130087000","愛知県名古屋市守山区緑ケ丘"
"231130088001","愛知県名古屋市守山区向台一丁目"
"231130088002","愛知県名古屋市守山区向台二丁目"
"231130088003","愛知県名古屋市守山区向台三丁目"
"231130089000","愛知県名古屋市守山区村合町"
"231130090000","愛知県名古屋市守山区村前町"
"231130091001","愛知県名古屋市守山区元郷一丁目"
"231130091002","愛知県名古屋市守山区元郷二丁目"
"231130092001","愛知県名古屋市守山区森孝一丁目"
"231130092002","愛知県名古屋市守山区森孝二丁目"
"231130092003","愛知県名古屋市守山区森孝三丁目"
"231130092004","愛知県名古屋市守山区森孝四丁目"
"231130093001","愛知県名古屋市守山区森孝東一丁目"
"231130093002","愛知県名古屋市守山区森孝東二丁目"
"231130094000","愛知県名古屋市守山区守牧町"
"231130095000","愛知県名古屋市守山区森宮町"
"231130096001","愛知県名古屋市守山区守山一丁目"
"231130096002","愛知県名古屋市守山区守山二丁目"
"231130096003","愛知県名古屋市守山区守山三丁目"
"231130097001","愛知県名古屋市守山区八剣一丁目"
"231130097002","愛知県名古屋市守山区八剣二丁目"
"231130098000","愛知県名古屋市守山区野萩町"
"231130099000","愛知県名古屋市守山区藪田町"
"231130100000","愛知県名古屋市守山区百合が丘"
"231130101001","愛知県名古屋市守山区竜泉寺一丁目"
"231130101002","愛知県名古屋市守山区竜泉寺二丁目"
"231130102000","愛知県名古屋市守山区脇田町"
"231140001001","愛知県名古屋市緑区相川一丁目"
"231140001002","愛知県名古屋市緑区相川二丁目"
"231140001003","愛知県名古屋市緑区相川三丁目"
"231140002001","愛知県名古屋市緑区相原郷一丁目"
"231140002002","愛知県名古屋市緑区相原郷二丁目"
"231140003001","愛知県名古屋市緑区青山一丁目"
"231140003002","愛知県名古屋市緑区青山二丁目"
"231140003003","愛知県名古屋市緑区青山三丁目"
"231140003004","愛知県名古屋市緑区青山四丁目"
"231140004000","愛知県名古屋市緑区赤松"
"231140005001","愛知県名古屋市緑区旭出一丁目"
"231140005002","愛知県名古屋市緑区旭出二丁目"
"231140005003","愛知県名古屋市緑区旭出三丁目"
"231140006000","愛知県名古屋市緑区有松"
"231140007000","愛知県名古屋市緑区有松三丁山"
"231140008000","愛知県名古屋市緑区有松町大字有松"
"231140009000","愛知県名古屋市緑区有松南"
"231140010001","愛知県名古屋市緑区池上台一丁目"
"231140010002","愛知県名古屋市緑区池上台二丁目"
"231140010003","愛知県名古屋市緑区池上台三丁目"
"231140011001","愛知県名古屋市緑区姥子山一丁目"
"231140011002","愛知県名古屋市緑区姥子山二丁目"
"231140011003","愛知県名古屋市緑区姥子山三丁目"
"231140011004","愛知県名古屋市緑区姥子山四丁目"
"231140011005","愛知県名古屋市緑区姥子山五丁目"
"231140012001","愛知県名古屋市緑区梅里一丁目"
"231140012002","愛知県名古屋市緑区梅里二丁目"
"231140013001","愛知県名古屋市緑区浦里一丁目"
"231140013002","愛知県名古屋市緑区浦里二丁目"
"231140013003","愛知県名古屋市緑区浦里三丁目"
"231140013004","愛知県名古屋市緑区浦里四丁目"
"231140013005","愛知県名古屋市緑区浦里五丁目"
"231140014000","愛知県名古屋市緑区漆山"
"231140015000","愛知県名古屋市緑区大形山"
"231140016001","愛知県名古屋市緑区大清水一丁目"
"231140016002","愛知県名古屋市緑区大清水二丁目"
"231140016003","愛知県名古屋市緑区大清水三丁目"
"231140016004","愛知県名古屋市緑区大清水四丁目"
"231140016005","愛知県名古屋市緑区大清水五丁目"
"231140017000","愛知県名古屋市緑区大清水西"
"231140018000","愛知県名古屋市緑区大清水東"
"231140019001","愛知県名古屋市緑区大高台一丁目"
"231140019002","愛知県名古屋市緑区大高台二丁目"
"231140019003","愛知県名古屋市緑区大高台三丁目"
"231140020001","愛知県名古屋市緑区大根山一丁目"
"231140020002","愛知県名古屋市緑区大根山二丁目"
"231140021000","愛知県名古屋市緑区桶狭間上の山"
"231140022000","愛知県名古屋市緑区桶狭間切戸"
"231140023000","愛知県名古屋市緑区桶狭間清水山"
"231140024000","愛知県名古屋市緑区桶狭間南"
